Detector,ParticleType,x[cm],px[MeV/c],y[cm],py[MeV/c],z[cm],pz[MeV/c],TotalEnergy[MeV]
1,pi+,-12.0114,-0.203688,-9.57631,0.213044,450.95,1.5397,1434.28
1,mu+,-2.8205,-0.0129676,1.34306,0.0261261,450.95,0.0934479,38.3792
2,mu+,-12.4218,-0.0251097,2.72246,-0.00173465,1097.45,0.0904389,35.6789
3,mu+,-21.2312,-0.000230763,13.4286,0.022605,1769.95,0.0868227,32.9519
1,pi+,-13.1528,-0.182365,-6.08255,0.286972,450.95,0.65286,609.64
1,pi+,10.2254,0.225096,16.6946,0.160437,450.95,0.491865,441.652
1,mu-,-18.2383,-0.0240947,-9.82896,-0.0347818,450.95,0.0574659,21.8417
3,pi+,31.4466,-0.0453636,43.4548,0.0878268,1769.95,0.853291,730.693
3,pi-,-0.506088,-0.185999,38.9957,-0.0305086,1769.95,0.12043,124.076
3,pi+,37.6104,0.080282,31.5539,-0.155418,1769.95,0.260031,203.498
1,pi-,-17.4066,0.22531,-9.69561,-0.338558,450.95,2.33454,2234.23
1,mu-,-4.67145,0.0706743,-11.0236,-0.11456,450.95,0.941663,851.426
2,mu-,-6.09724,0.106448,-19.3799,-0.0811817,1097.45,0.94054,850.218
3,mu-,24.3193,-0.102345,24.9259,0.0589103,1769.95,0.849512,758.505
1,pi-,-13.9205,-0.0601898,-9.07915,-0.293373,450.95,0.901033,820.133
2,pi-,3.10374,0.0774655,-12.5273,0.231663,1097.45,0.408413,356.363
1,pi+,11.005,-0.0427484,6.38338,-0.0541086,450.95,0.138298,68.6634
2,pi+,-16.3513,-0.0504474,4.92722,0.0427178,1097.45,0.136968,66.8512
1,pi+,-12.7636,-0.077872,-5.55226,0.108423,450.95,0.887439,768.641
2,mu+,-8.09465,-0.0641926,-13.0699,-0.0723388,1097.45,0.569302,481.386
3,mu+,-10.0866,0.00875219,-2.56223,-0.0795816,1769.95,0.509179,420.495
3,pi+,35.2565,0.0869635,13.0172,0.352608,1769.95,1.62518,1531.53
3,pi-,25.3174,-0.239315,4.13019,-0.120278,1769.95,0.543388,482.112
1,pi-,4.61123,0.240853,19.2387,-0.0781146,450.95,0.231842,231.027
1,pi-,6.34545,0.201951,12.6176,-0.213217,450.95,0.153886,220.161
1,pi+,-1.1165,0.0279515,10.5925,0.126984,450.95,0.195975,133.911
1,pi+,15.254,0.0436942,-7.61945,-0.147726,450.95,0.263364,195.948
1,pi-,-12.1104,-0.0554911,-6.09306,-0.0592795,450.95,0.443656,332.556
2,mu-,-4.58466,-0.0114335,-3.65247,0.0641792,1097.45,0.276062,197.036
3,mu-,-12.0654,0.0457915,-12.1514,0.0223718,1769.95,0.236364,158.215
1,pi+,-1.68181,-0.0876636,-6.83239,-0.0241042,450.95,2.96354,2828.64
2,pi+,-11.5491,0.0229618,5.77209,0.0840808,1097.45,2.9622,2827.2
3,pi+,1.51606,0.0824913,19.3421,0.0261634,1769.95,2.96092,2825.91
1,pi-,6.44734,-0.124115,-7.28555,0.0733674,450.95,0.0227022,62.3756
2,pi-,-14.9412,0.0186627,9.78522,0.00272106,1097.45,0.124099,48.1423
3,mu-,-6.18914,0.0185576,16.5684,-0.00133528,1769.95,0.0760167,25.8266
1,pi+,12.5107,-0.26868,-12.1733,-0.280571,450.95,1.03652,976.117
1,mu+,5.28643,-0.0082112,-4.22675,0.0391414,450.95,0.116808,56.8437
2,mu+,1.16902,-0.0208947,-6.58639,-0.0355755,1097.45,0.113249,54.626
3,mu+,-15.6048,-0.0373882,-15.9369,-0.00525226,1769.95,0.111473,52.5041
1,mu-,2.95134,0.0571241,-15.757,-0.0538084,450.95,0.48895,400.696
3,mu-,28.3276,-0.00800414,-11.4656,0.0471318,1769.95,0.311763,226.975
1,pi-,-15.2493,-0.159272,-0.136227,0.0381831,450.95,0.441473,351.555
2,pi+,-18.8023,0.0819402,-15.5775,-0.0838944,1097.45,0.237097,159.507
2,pi-,-43.0018,-0.164901,-2.23527,-0.0207754,1097.5,-0.0959671,97.7337
3,pi-,-45.1325,-0.0596768,-12.6144,-0.0700417,1769.95,0.0308249,30.4201
3,pi-,5.77207,0.118097,35.9206,0.0514652,1769.95,0.123988,87.2521
1,pi-,8.80155,0.175709,-14.7856,-0.131933,450.95,0.392114,331.081
1,mu-,7.05284,0.0324362,-0.81149,-0.0086246,450.95,0.22452,144.74
2,mu-,6.39272,-0.0287382,4.37277,0.0146706,1097.45,0.222884,143.103
3,mu-,-3.42432,-0.0298618,4.44812,-0.00912138,1769.95,0.221502,141.731
1,pi-,2.3578,-0.033992,8.7174,0.0170536,450.95,0.272068,168.564
1,pi-,11.1108,0.362294,-2.82053,-0.0463156,450.95,1.35443,1270.17
2,mu-,-9.55826,0.149809,2.56474,-0.22446,1097.45,1.01959,954.315
1,pi-,-3.12826,-0.0203925,-0.953638,-0.0561198,450.95,0.919001,791.884
2,pi-,-6.17599,0.00956193,-3.7832,-0.0594928,1097.45,0.917689,790.625
3,pi-,20.0045,-0.0115472,2.07157,0.0618078,1769.95,0.915861,788.996
1,mu+,0.416946,0.0292059,-8.69669,-0.0481052,450.95,0.451884,361.814
2,mu+,1.60064,-0.0384866,-19.5245,-0.0396263,1097.45,0.449842,359.715
3,mu+,-6.03002,-0.0526387,-24.6358,-0.0215651,1769.95,0.438931,349.38
1,mu-,-9.30392,-0.0260403,-10.5914,-0.12243,450.95,0.294892,231.673
2,mu-,-3.60988,-0.0830322,-0.893425,0.0631497,1097.45,0.25205,186.874
3,mu-,-29.5228,-0.0811794,0.852829,0.00884635,1769.95,0.201864,136.377
1,pi-,-5.55436,-0.112474,-9.15981,-0.264437,450.95,1.00596,915.894
1,mu+,-19.1565,-0.0382473,-1.78725,0.0204482,450.95,0.0319435,12.9367
1,pi+,-15.434,-0.184895,-8.46294,-0.0320071,450.95,0.510783,422.204
1,pi+,9.67246,0.0620115,2.10512,-0.0616079,450.95,0.252514,161.9
3,pi+,11.2697,0.0302841,-55.486,-0.077104,1769.95,0.329839,228.038
1,mu+,8.25452,0.0829574,3.04017,0.00862183,450.95,0.296138,219.638
2,mu+,13.7923,-0.0506367,-15.8092,-0.0663241,1097.45,0.294761,218.395
3,mu+,-3.90387,0.0784935,10.9961,0.0295862,1769.95,0.293232,217.119
1,pi+,-16.8793,0.074519,5.40454,0.246911,450.95,0.846545,756.33
2,pi+,-2.24961,0.231199,25.1857,0.038178,1097.45,0.781459,688.118
3,mu+,16.6144,-0.0403712,26.7052,-0.0143132,1769.95,0.0981118,44.755
3,mu+,36.6021,0.0415082,42.1273,-0.0655521,1769.95,0.151452,94.6442
1,pi-,10.1823,0.237382,-6.28067,0.0213215,450.95,0.410338,355.063
2,pi-,8.39196,0.00130962,21.8926,-0.15713,1097.45,0.255796,191.493
1,mu+,11.5213,0.0764865,0.381792,-0.10518,450.95,0.55511,474.189
2,mu+,17.8983,0.121985,8.51119,0.0126212,1097.45,0.518283,437.315
3,mu+,21.5505,0.111361,8.47665,0.0326231,1769.95,0.470805,390.615
1,pi-,10.7716,0.0817201,1.32066,0.0557271,450.95,0.589778,474.515
2,mu-,16.3272,0.067641,-3.62744,-0.0321766,1097.45,0.482399,393.824
3,mu-,28.4306,0.0556062,-1.48032,-0.0164846,1769.95,0.43945,350.021
1,pi+,-8.24615,-0.218146,-8.78966,0.201478,450.95,2.01957,1906.48
1,mu-,-15.7682,-0.109282,-5.98317,-0.0646199,450.95,0.291999,229.819
2,mu-,2.67951,0.0756108,-10.6179,0.0629691,1097.45,0.19335,135.65
3,mu-,-27.781,-0.0149184,3.99721,-0.0830845,1769.95,0.166418,108.781
2,mu-,11.7107,0.0337103,15.6795,-0.0207379,1097.45,0.33877,251.406
3,mu-,17.2871,-0.0280211,35.2505,0.00841261,1769.95,0.260593,177.058
1,mu+,-3.34373,-0.0400129,-9.42565,-0.0350554,450.95,0.210762,136.031
2,mu+,3.34599,0.033885,-14.7825,-0.0407229,1097.45,0.208364,133.895
3,mu+,-5.12396,0.0127675,-24.3851,0.0167785,1769.95,0.146151,75.9125
1,pi-,-20.2442,0.133593,-2.9183,-0.197291,450.95,0.590586,512.382
2,mu-,-14.7235,-0.126522,3.27361,-0.0175119,1097.45,0.35253,283.9
3,mu-,-15.3489,0.0778359,-47.9618,0.0126212,1769.95,0.258949,184.92
1,mu+,-8.07596,-0.0529799,18.0133,0.0235125,450.95,0.17555,107.277
1,pi-,-18.3549,-0.143415,-7.57631,0.295725,450.95,0.228738,284.484
1,pi-,-5.55994,-0.181999,17.4138,0.110453,450.95,0.843197,741.216
1,pi-,-3.78001,-0.0490779,2.73632,0.010863,450.95,0.914169,786.557
2,pi-,-6.67108,-0.0481768,4.91313,-0.0182271,1097.45,0.912777,785.251
3,pi-,2.167,0.0448835,-15.6291,0.0203198,1769.95,0.911279,783.65
1,mu-,-4.29285,0.00466624,-15.3174,-0.0725794,450.95,0.0866455,49.1334
1,pi-,-18.1647,-0.166085,0.760408,-0.110887,450.95,1.1436,1029.7
2,pi-,-9.77677,-0.193734,14.7877,0.0168994,1097.45,1.10355,989.643
1,pi-,0.416901,-0.230127,19.4121,0.271879,450.95,1.73714,1639.2
1,pi+,12.6833,0.216619,3.31808,-0.0859447,450.95,0.561842,484.494
2,pi+,11.6532,0.160172,20.9958,0.135843,1097.45,0.510409,429.732
1,pi-,-2.0148,-0.0312918,4.92449,0.135163,450.95,1.35514,1229.79
2,pi-,-0.115746,0.255188,-7.57718,0.0364503,1097.45,0.47128,415.438
2,mu-,6.28995,-0.0146418,-8.17551,0.182397,1097.45,0.357639,309.736
1,mu+,-8.58963,0.0279522,10.3245,0.124205,450.95,0.425403,350.784
2,mu+,16.086,0.0482373,13.2257,-0.111675,1097.45,0.39288,318.979
3,mu+,-8.11997,-0.103287,-23.6147,-0.0368407,1769.95,0.353639,279.374
1,mu+,-1.32959,-0.0183967,-3.76218,-0.0181732,450.95,0.151375,80.7466
2,mu+,-1.40077,0.018594,-2.17181,0.00171528,1097.45,0.150243,78.9631
3,mu+,5.80656,0.0111016,-5.84874,-0.0125998,1769.95,0.148583,77.4334
1,pi+,13.4852,0.0351216,8.9087,0.0415195,450.95,0.0836161,31.9776
1,pi-,11.9328,0.136437,-9.91122,-0.00676056,450.95,0.165356,116.326
1,pi+,9.09793,-0.206381,-14.4893,-0.232885,450.95,0.942097,862.356
1,pi-,-1.18325,-0.051071,3.01893,-0.065408,450.95,0.510761,396.381
2,pi-,-10.3781,-0.0655508,3.62867,-0.042686,1097.45,0.50997,394.909
3,pi-,-6.1055,-0.0670262,-0.260161,-0.0075441,1769.95,0.485851,370.411
1,pi-,5.45289,0.131481,-12.0246,-0.0312209,450.95,0.559253,452.465
2,pi-,-3.4926,0.0156576,-19.8072,-0.132243,1097.45,0.536607,430.658
3,pi-,3.39551,-0.036849,-18.0121,-0.101399,1769.95,0.47362,365.836
1,mu+,10.6271,0.194321,9.43089,-0.0770946,450.95,0.646133,581.623
2,mu+,-10.8813,-0.127914,-3.12108,0.141865,1097.45,0.606845,539.254
1,pi+,-9.77157,-0.208823,-10.9269,-0.138864,450.95,0.53357,466.29
3,pi+,-30.6804,0.0065405,38.632,0.0964775,1769.95,0.149989,86.9851
2,pi+,-5.8503,-0.139868,23.4245,-0.0310418,1097.45,0.218413,156.59
1,pi+,-5.34275,-0.0426557,-14.2095,-0.0983909,450.95,0.193725,122.173
2,pi+,12.5679,-0.25414,12.0165,0.173237,1097.45,0.188803,247.372
3,pi+,3.40595,-0.0426497,-27.2064,-0.119656,1769.95,0.486573,382.32
2,mu-,-24.7271,-0.0798543,16.9619,0.046829,1097.5,0.485465,399.722
3,mu-,-39.0653,-0.0426644,5.32853,-0.0697464,1769.95,0.379009,296.207
1,pi+,-6.90133,0.155791,12.4062,0.19164,450.95,0.278075,257.673
1,pi-,0.426764,0.0549003,-13.1679,-0.145309,450.95,0.35903,275.774
1,pi-,5.43082,0.184895,-7.49063,0.177158,450.95,2.28459,2163.56
2,pi-,-18.434,0.0856506,-17.2201,-0.557344,1097.45,0.225401,483.53
1,pi+,-17.2054,-0.243908,-3.39738,0.150157,450.95,3.13333,3009.91
1,pi+,-4.54885,-0.239064,-14.7695,-0.141869,450.95,1.63655,1526.28
1,mu+,-2.92563,-0.0140167,7.20972,0.108912,450.95,0.223062,164.487
2,mu+,8.8827,-0.00035548,-1.81886,-0.103084,1097.45,0.219262,158.663
3,mu+,-32.0119,-0.0536939,-22.1883,0.0280636,1769.95,0.153411,90.2218
2,pi+,8.1495,0.179469,-9.2766,-0.130855,1097.45,0.548569,468.493
3,pi-,-10.2668,0.048933,-67.5825,-0.0899164,1769.95,0.0842085,52.9143
3,pi+,-12.4942,0.183367,-52.456,-0.0478668,1769.95,0.447047,365.648
3,pi+,-21.0615,-0.0462392,-44.7648,0.136368,1769.95,0.367114,278.744
1,pi-,18.9972,0.0478926,-3.82659,-0.0517682,450.95,0.169981,91.3991
1,mu+,0.557589,0.126812,17.7774,0.0650102,450.95,0.386751,319.839
2,mu+,-2.08618,-0.0500749,18.4572,0.110326,1097.45,0.343316,273.431
3,mu+,41.2437,0.0363507,34.9801,-0.0930263,1769.95,0.238669,173.808
1,pi-,-16.6903,-0.122717,11.0353,-0.189886,450.95,0.809818,712.721
1,pi+,3.1081,-0.171482,3.66424,0.0380751,450.95,0.354392,279.869
2,mu+,16.2256,0.0887672,9.08412,-0.0499239,1097.45,0.220709,159.385
3,mu+,4.14446,-0.058025,-38.9021,-0.0214149,1769.95,0.147633,86.1353
1,pi-,13.3159,0.189018,-1.01759,-0.00760617,450.95,0.787374,682.15
1,mu-,-17.257,-0.110713,-6.87497,-0.177692,450.95,0.92826,851.766
3,mu-,21.6035,-0.150568,9.73629,0.0660496,1769.95,0.641244,564.708
1,pi-,15.0477,0.162084,-0.862438,0.171684,450.95,1.58446,1468.45
1,mu+,4.78648,0.00876829,-0.192574,-0.0232607,450.95,0.0767078,27.2539
2,mu+,-4.49577,-0.0225123,-10.3751,-0.00342825,1097.45,0.0720729,24.2521
3,mu+,-4.24313,0.00970777,-9.14824,-0.0173575,1769.95,0.0659575,20.4743
1,pi+,0.473883,-0.025934,-4.99959,0.0847389,450.95,0.306408,208.595
2,pi+,12.4923,0.0816868,11.682,0.0173787,1097.45,0.305261,206.318
3,mu+,13.8687,-0.0216933,2.71259,0.0358051,1769.95,0.149478,82.118
1,mu+,-4.12101,0.00281989,-11.0165,-0.036534,450.95,0.0667697,24.5893
1,pi+,-19.3092,-0.173235,-5.54925,0.104706,450.95,0.404305,333.627
1,pi+,-10.9676,-0.137043,-6.02956,0.298085,450.95,2.27847,2166.63
1,pi-,13.7492,0.0714787,-7.1433,0.262636,450.95,0.830129,745.122
2,pi-,5.88315,-0.216468,18.2774,0.112416,1097.45,0.781549,690.968
1,pi-,-0.35182,-0.0821343,13.4386,0.0230999,450.95,0.410002,301.861
2,pi-,-6.98168,0.0642711,-0.310126,-0.0526688,1097.45,0.409152,300.646
1,pi+,0.739154,0.0816078,1.30219,0.00419885,450.95,1.97741,1844.44
2,pi+,-2.76367,-0.083537,-14.9841,0.00252252,1097.45,1.97599,1843.11
3,pi+,-21.4825,-0.00452117,3.63858,0.0867614,1769.95,1.97442,1841.69
1,pi-,4.92649,-0.107644,18.8894,0.158462,450.95,1.09703,982.771
2,pi+,14.5368,0.00658205,-8.7767,-0.12222,1097.45,0.116072,79.3668
1,pi-,-19.432,-0.0716845,-1.73729,-0.302676,450.95,0.972445,890.905
1,pi+,3.34443,-0.00510177,-1.30643,-0.0889012,450.95,0.975184,849.568
2,pi+,7.15874,-0.0184357,-3.61235,-0.0836182,1097.45,0.974409,848.501
3,pi+,-29.319,0.00661481,2.42872,0.0842334,1769.95,0.973046,847.059
1,pi-,17.9651,0.062513,7.19566,0.103362,450.95,0.306407,218.14
1,pi+,-11.7271,-0.130164,-10.813,0.0462985,450.95,0.213507,150.518
3,mu-,-31.2628,-0.0435724,17.7812,0.0261209,1769.95,0.178165,107.618
3,mu-,32.3935,0.0416234,15.8897,0.0071158,1769.95,0.307162,221.901
2,pi+,-15.6841,-0.19361,-1.09033,0.117213,1097.45,1.03389,927.962
1,pi+,12.3395,0.190688,13.4928,0.0612643,450.95,1.15587,1041.79
2,pi+,-5.66449,0.0645151,7.99409,0.169487,1097.45,1.1038,987.7
3,pi+,44.0312,-0.250159,-20.3322,-0.0557598,1769.95,0.350421,316.46
1,pi-,-5.79582,-0.113193,12.2504,0.0109678,450.95,0.729648,611.961
2,pi-,-12.1297,0.0682802,-3.21271,-0.0919054,1097.45,0.728205,610.677
1,mu-,-1.43788,-0.01371,-3.67218,0.14403,450.95,0.298241,242.255
2,pi-,-31.6557,-0.183724,-50.6337,-0.115952,1097.5,-0.0991091,137.019
1,pi+,-11.4787,-0.0816845,2.08274,0.204642,450.95,0.590636,506.093
2,pi+,-9.89233,-0.180799,-15.3765,-0.0882,1097.45,0.547725,460.388
1,mu-,-9.14085,-0.111027,0.437517,-0.0341533,450.95,1.01643,922.829
2,mu-,-10.2081,-0.113924,7.04319,-0.0208188,1097.45,1.0147,921.085
3,mu-,-7.44252,0.0962033,-40.6299,-0.0021613,1769.95,0.934083,839.294
1,pi+,-1.92692,0.0904501,8.45386,0.0431289,450.95,0.713313,594.144
2,pi+,6.24748,-0.0480251,-3.49231,-0.0878032,1097.45,0.711228,592.1
3,pi+,-14.3703,0.0862954,23.3946,0.00234009,1769.95,0.662811,543.255
2,mu-,-4.84456,0.119643,15.524,-0.182201,1097.45,0.38121,346.001
2,mu+,-23.5382,-0.0646328,8.48875,0.0168916,1097.45,0.318572,236.562
3,mu+,-19.7432,-0.0301209,16.9293,-0.00728679,1769.95,0.207447,129.2
2,pi-,-15.9915,0.0203563,18.5105,0.00910717,1097.45,0.344041,232.372
1,mu+,-5.0238,-0.0330893,18.0881,0.0716317,450.95,0.143809,89.459
1,pi-,17.749,-0.0501445,5.74049,0.431368,450.95,0.328357,422.472
1,pi+,5.51687,0.144315,16.1551,0.0259158,450.95,0.263157,192.438
2,pi+,4.01132,-0.0961907,-5.30266,-0.0481757,1097.45,0.195317,123.493
1,pi+,2.19883,0.0189509,5.6293,0.24531,450.95,0.235716,228.639
1,pi+,-1.65198,-0.0228496,0.96096,0.289753,450.95,0.336398,326.393
1,pi+,-2.46573,0.0279702,-0.592248,0.0216811,450.95,0.232858,134.209
2,mu+,5.45305,0.0093523,-4.80544,-0.0202034,1097.45,0.124201,58.9174
3,mu+,5.10243,0.019987,-4.6628,0.00178601,1769.95,0.122222,57.1428
1,mu+,10.0003,-0.0812267,-15.4573,-0.211373,450.95,0.851302,781.56
3,mu+,10.935,-0.0266533,5.10314,-0.123771,1769.95,0.592298,509.167
1,mu-,-8.80686,0.0100033,-15.7956,-0.118672,450.95,0.321385,252.999
2,mu-,-17.3456,-0.108211,-10.1929,-0.0285766,1097.45,0.249821,187.771
3,mu-,-29.3116,0.0308032,-58.913,-0.0672315,1769.95,0.138124,83.3145
1,pi+,-14.4647,0.0969861,14.6348,0.36282,450.95,0.978958,918.202
1,pi+,-1.95068,0.0664711,-16.45,-0.182064,450.95,0.2137,180.918
1,pi+,9.11769,-0.21352,-10.7631,-0.185881,450.95,1.53085,1423.47
1,pi+,-1.82579,-0.226326,-1.54108,-0.011516,450.95,1.4241,1309.19
2,pi-,3.87457,-0.220923,25.5787,-0.109613,1097.45,0.73107,644.499
2,pi+,6.83317,0.00134701,23.0112,-0.217776,1097.45,0.79511,696.557
1,pi-,-4.08653,-0.106674,19.0035,0.235904,450.95,0.755405,671.076
3,mu-,59.5771,-0.0126431,21.0202,0.132027,1769.95,0.325418,261.29
1,mu-,3.74386,-0.0244449,-0.685907,0.200849,450.95,0.352904,314.63
3,mu-,-37.498,-0.0612218,56.1454,0.0578353,1769.95,0.165789,108.217
1,pi-,-2.01563,-0.0111232,4.19616,-0.0172127,450.95,0.196482,102.308
2,pi-,-5.85243,-0.00353445,-0.332695,-0.0185113,1097.45,0.194594,100.641
3,pi-,2.04478,0.0143901,-4.38624,0.0127965,1769.95,0.192283,98.8062
1,pi-,4.29322,0.0619689,-2.06477,-0.00420639,450.95,0.51253,395.242
2,pi-,8.03235,0.056614,-8.05747,-0.0222322,1097.45,0.511535,394.141
3,pi-,8.66238,0.0382052,-5.67359,-0.041482,1769.95,0.500633,383.205
1,pi-,11.084,0.370419,-14.6235,-0.0716383,450.95,3.2401,3125.41
1,mu+,-8.53014,-0.0510778,-2.31145,-0.00412931,450.95,0.132353,71.2796
2,mu+,-1.10166,0.0540352,3.11218,-0.0202079,1097.45,0.127099,69.4015
3,mu+,-9.36661,0.00949306,-0.231851,0.0564987,1769.95,0.124426,67.3379
1,pi-,-5.73112,-0.0386053,-1.88475,-0.052171,450.95,0.869595,743.542
2,pi-,-8.67026,0.020189,-7.04072,-0.0623908,1097.45,0.866885,740.924
3,pi-,15.9799,-0.035044,4.69612,0.0541724,1769.95,0.865743,739.721
1,pi-,12.8739,0.242479,-4.18354,-0.0476207,450.95,0.760974,672.602
1,pi+,-2.60056,0.0566889,11.9147,0.142001,450.95,1.15409,1032.94
2,pi+,-12.4878,-0.0589439,1.58419,0.140418,1097.45,1.13743,1016.46
3,mu+,45.7695,0.0517403,24.7124,-0.130241,1769.95,0.864374,776.353
1,pi-,10.8882,0.0761104,6.14773,0.0933115,450.95,0.965152,843.027
2,pi-,17.3107,0.0512076,5.85175,0.110096,1097.45,0.963928,841.949
3,pi-,-15.0962,0.105704,-33.9083,-0.15979,1769.95,0.870202,762.338
1,pi-,-4.86675,-0.0517889,4.87642,0.0369522,450.95,0.362131,253.706
2,pi-,-2.07981,0.0313743,4.76465,0.0515227,1097.45,0.356409,247.917
3,pi-,-15.3589,-0.0568594,25.7719,-0.00203918,1769.95,0.342948,235.037
2,pi+,-21.7055,-0.0651979,-22.5989,0.152647,1097.5,-0.310541,239.201
1,mu+,-4.62065,-0.104117,7.83822,0.0797357,450.95,0.441102,366.499
3,mu+,14.9218,0.015023,27.6001,-0.0320372,1769.95,0.145356,77.4926
1,pi-,-0.644453,0.0165929,0.892445,0.0202337,450.95,0.753129,626.829
2,pi-,-2.03326,-0.0250297,4.28204,0.00492768,1097.45,0.751386,625.094
3,mu-,-10.4871,0.0121207,1.55235,-0.0113937,1769.95,0.613302,516.9
1,pi+,0.188978,-0.134031,-6.48103,-0.0878101,450.95,0.450146,358.211
1,mu+,3.24278,0.00666184,-9.93468,-0.0073931,450.95,0.153765,81.1739
2,mu+,1.36297,-0.00681982,-10.4794,0.00790495,1097.45,0.15157,79.3988
3,mu+,0.453842,0.0021576,-6.01784,0.0123626,1769.95,0.14934,77.7089
1,pi+,2.85164,-0.00167046,-1.49761,-0.0314222,450.95,0.532575,411.888
2,pi+,6.00866,0.022175,-1.61718,-0.0225387,1097.45,0.531252,410.619
3,pi+,3.603,0.0293393,-1.07545,-0.00341203,1769.95,0.530163,409.451
3,pi-,37.6859,-0.0671628,28.3164,-0.0313441,1769.95,0.58925,470.503
1,pi+,14.4982,0.221818,-1.40423,-0.203526,450.95,1.67679,1569.74
2,mu+,-0.279885,0.151741,1.70597,0.0789673,1097.45,1.07379,986.793
3,mu+,46.0937,-0.0870542,-51.1892,-0.0206211,1769.95,0.52435,436.661
1,pi-,9.41156,0.223438,7.6371,0.327045,450.95,0.771874,739.152
1,mu-,14.9564,0.02754,-13.4015,-0.0287103,450.95,0.0697089,27.028
3,mu-,28.5742,0.0469381,-12.5732,0.0203301,1769.95,0.396254,307.618
2,mu+,12.8689,-0.0818487,-5.57403,0.0501466,1097.45,0.380681,300.907
3,mu+,9.44498,0.0624569,31.8072,0.0672148,1769.95,0.343161,264.938
1,pi-,-12.5718,-0.0965885,15.3291,-0.0582812,450.95,0.361589,264.103
1,pi+,13.1961,0.0812287,-2.85226,-0.0640449,450.95,0.501654,391.312
2,pi+,27.4995,0.0666489,-5.72513,-0.0533909,1097.5,0.441219,331.011
3,pi+,22.2408,-0.156394,-27.7032,0.00865155,1769.95,0.245679,183.496
1,mu+,11.3578,0.268623,-5.25652,-0.00907543,450.95,0.742729,691.243
3,mu+,11.9425,-0.0814719,-44.3112,-0.127303,1769.95,0.426536,359.035
1,mu+,1.14624,-0.0086686,-8.78286,-0.0520434,450.95,0.409703,320.726
2,mu+,-8.37077,-0.0128925,-8.75752,0.050354,1097.45,0.408456,319.432
3,mu+,-4.716,0.0308854,4.25585,0.0394129,1769.95,0.407136,317.934
3,mu+,-2.31403,0.0398937,-15.0565,0.0323945,1769.95,0.269097,187.97
1,pi-,3.3014,0.0896298,4.246,0.0755324,450.95,1.30652,1179.6
2,pi-,-11.3207,0.0897507,-2.91592,-0.0776656,1097.45,1.30404,1177.28
3,pi-,32.4354,0.00192761,17.2528,0.118135,1769.95,1.26481,1138.39
1,pi-,8.62531,0.115636,15.7741,0.215108,450.95,0.647475,566.367
3,mu+,19.2041,0.0806964,54.7822,-0.00343974,1769.95,0.169374,109.69
1,mu+,7.90216,0.0344222,-13.2521,-0.232442,450.95,0.862871,794.855
3,mu+,1.49858,0.135842,16.1508,-0.106205,1769.95,0.600488,527.968
1,pi+,-1.70698,-0.0834479,-8.17298,-0.0488293,450.95,0.849216,726.453
2,pi+,-10.7251,-0.0787251,-10.3824,0.0519246,1097.45,0.848273,725.265
3,pi+,16.9673,0.0590033,18.7534,-0.0757236,1769.95,0.846905,724.11
1,pi+,1.66938,0.0337601,6.59454,0.0188278,450.95,0.347586,236.98
2,pi+,1.88026,0.0104295,9.61909,0.0373157,1097.45,0.34626,235.766
3,pi+,18.4445,0.0246411,11.9356,-0.0309134,1769.95,0.344835,234.534
1,pi-,-6.82935,-0.0381683,-1.70495,-0.127712,450.95,0.917797,798.298
3,pi+,-23.9765,-0.0841365,26.5199,0.0187224,1769.95,1.65914,1527.66
3,pi-,-7.09628,0.0339806,26.4033,0.0168182,1769.95,0.938902,810.406
1,mu+,3.13265,0.0753303,2.50131,0.0552441,450.95,0.249501,180.944
1,mu+,12.3188,0.0429079,3.66229,0.0105228,450.95,0.152219,84.8308
2,mu+,8.71553,-0.0437001,-1.53613,0.00799107,1097.45,0.150347,83.3959
3,mu+,-5.64258,-0.027647,8.27916,0.0365483,1769.95,0.14785,81.754
1,pi-,-7.62034,-0.242845,0.888778,-0.139985,450.95,1.27107,1169.5
1,pi-,-12.2442,-0.223406,10.7931,-0.123548,450.95,0.813933,724.803
2,pi-,-20.8704,0.108866,-13.5224,-0.194243,1097.45,0.742747,648.297
1,pi-,8.67811,0.12104,5.63808,0.0940651,450.95,1.28346,1160.53
2,pi-,-8.6775,0.119237,-4.23143,-0.0932585,1097.45,1.24544,1122.77
3,pi-,45.2125,-0.0140117,27.7231,0.126865,1769.95,1.16909,1044.72
1,pi+,-5.97852,-0.0391949,-16.3643,-0.0755852,450.95,0.352106,248.641
2,mu-,30.0033,0.103922,6.55773,-0.0583495,1097.5,0.281328,217.627
3,pi+,-55.2513,-0.29611,-25.5096,0.195328,1769.95,2.51263,2401.81
1,pi-,12.9004,0.0669203,-9.95049,-0.042306,450.95,0.109358,54.6124
2,mu+,-16.4252,-0.064738,-19.8918,0.0562841,1097.45,0.272408,198.856
3,mu+,-10.0207,-0.0713359,-19.2618,-0.0267868,1769.95,0.252745,178.683
1,pi-,-15.0279,-0.0648525,-11.6666,-0.304122,450.95,0.903394,825.985
2,pi-,-17.1012,-0.043374,-40.4567,0.028253,1097.5,-0.113468,47.6047
2,mu+,-14.5224,0.133507,9.649,-0.10114,1097.45,0.589137,515.871
3,pi+,-26.3263,-0.0479183,-15.29,-0.118472,1769.95,1.82684,1697.04
1,pi+,9.04853,0.150724,2.70378,-0.0233422,450.95,0.903503,787.285
