Step,X_mm,Y_mm,Z_mm,R_mm,Bx_Tesla,By_Tesla,Bz_Tesla,B_magnitude_Tesla,Particle,Volume,TrackID
20265,38.5804,45.7544,3915.5000,59.8491,0.00000000,0.00000000,11.10988284,11.10988284,e-,Solenoid_1_FieldVolume,1725
20270,-160.8302,160.1002,8710.0000,226.9326,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1725
20275,-359.0809,305.5880,13090.0000,471.5115,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1725
20280,-308.6684,312.2845,17239.5326,439.0875,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1725
20285,-385.8188,-9.4119,100.0000,385.9335,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1723
20385,-28.7372,-207.1623,930.0000,209.1460,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1788
20390,-101.9374,-734.4597,2730.3846,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,1788
20455,-24.6143,-42.4307,3480.0000,49.0533,0.00000000,0.00000000,7.40658856,7.40658856,e+,Solenoid_1_FieldVolume,1849
20465,45.2316,-576.2510,930.0000,578.0235,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1846
20560,146.6649,-55.6126,100.0000,156.8546,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1908
20575,286.2459,-784.4031,148.9956,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1932
21065,-177.3467,26.6814,930.0000,179.3425,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,1943
21110,681.5899,-254.7736,5310.5000,727.6499,0.00000000,0.00000000,9.25823570,9.25823570,nu_e,Solenoid_1_FieldVolume,2268
21165,739.5594,53.6111,2933.4928,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,anti_nu_e,Solenoid_1_FieldVolume,2301
21780,-445.9350,165.8558,2650.0000,475.7795,0.00000000,0.00000000,7.40658856,7.40658856,gamma,Solenoid_1_FieldVolume,2551
21865,253.8201,-696.7048,3348.1473,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,nu_e,Solenoid_1_FieldVolume,2661
23235,191.0158,716.4742,3385.9389,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,nu_e,Solenoid_1_FieldVolume,3462
23405,667.1013,323.7254,3060.7860,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,nu_e,Solenoid_1_FieldVolume,3540
23630,310.9409,673.1553,3362.5857,741.5000,0.00000000,0.00000000,7.40658856,7.40658856,neutron,Solenoid_1_FieldVolume,3655
24720,-109.0951,-170.9811,1780.0000,202.8208,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,10
24725,17.4381,17.6297,1780.0000,24.7971,0.00000000,0.00000000,16.66482426,16.66482426,pi+,Solenoid_1_FieldVolume,9
24730,423.1063,-99.3370,6160.0000,434.6111,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,9
24780,-32.1079,510.9002,10845.5000,511.9081,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,548
24815,-585.2549,-421.5190,7679.2882,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,576
24870,573.3108,-287.8667,8730.0000,641.5236,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,612
25040,222.9605,674.6102,9174.1314,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,674
25105,627.4846,333.2766,8892.7608,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,726
25110,535.8073,466.6056,8392.0752,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_mu,Solenoid_1_FieldVolume,723
25115,31.8166,13.8012,3480.0000,34.6810,0.00000000,0.00000000,7.40658856,7.40658856,pi+,Solenoid_1_FieldVolume,7
25120,-54.5567,4.9919,7860.0000,54.7846,0.00000000,0.00000000,3.70329428,3.70329428,pi+,Solenoid_1_FieldVolume,7
25125,94.2061,21.3546,12240.5000,96.5961,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,7
25130,-15.1763,-42.0365,14790.0000,44.6922,0.00000000,0.00000000,1.85164714,1.85164714,mu+,Solenoid_1_FieldVolume,740
25135,21.0151,-57.2935,13940.0000,61.0261,0.00000000,0.00000000,1.85164714,1.85164714,nu_mu,Solenoid_1_FieldVolume,739
25140,-368.9520,-42.4080,18190.0000,371.3812,0.00000000,0.00000000,1.85164714,1.85164714,nu_mu,Solenoid_1_FieldVolume,739
25145,62.1861,-65.7633,17340.0000,90.5092,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,738
25150,57.2140,-143.3400,3480.0000,154.3366,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,6
25155,187.0231,272.8117,7860.0000,330.7626,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,6
25160,124.6729,-574.2781,12240.5000,587.6552,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,6
25215,690.0365,-169.2923,13440.3367,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,745
25255,-4.9632,-12.8719,930.0000,13.7956,0.00000000,0.00000000,24.07141282,24.07141282,pi-,Solenoid_1_FieldVolume,791
25260,39.4496,-50.6424,5310.5000,64.1944,0.00000000,0.00000000,9.25823570,9.25823570,pi-,Solenoid_1_FieldVolume,791
25265,-74.8703,-42.2725,9560.0000,85.9798,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,791
25270,116.4180,-167.7169,13940.0000,204.1620,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,791
25275,82.2192,34.4385,18190.0000,89.1404,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,791
25290,834.9009,12.8615,-869.5349,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,818
25310,-91.8856,38.1457,2630.0000,99.4890,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,816
25470,146.2260,-471.4874,930.0000,493.6420,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,962
25500,168.8188,-101.5028,468.0735,196.9837,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,996
25505,171.1851,-132.2650,493.1525,216.3293,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,996
25510,171.1739,-132.2662,394.0276,216.3212,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,996
25515,171.1736,-132.2502,386.5644,216.3112,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,996
25520,171.1696,-132.2180,394.2269,216.2884,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,996
25565,800.5514,-237.3655,878.4633,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,990
25995,-563.6701,-605.7407,-1600.0000,827.4332,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1270
26000,-144.7540,275.6390,2630.0000,311.3367,0.00000000,0.00000000,11.10988284,11.10988284,pi-,Solenoid_1_FieldVolume,845
26005,-75.0506,-590.1520,2630.0000,594.9050,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,844
26595,511.9266,-3.4392,5310.5000,511.9382,0.00000000,0.00000000,9.25823570,9.25823570,gamma,Solenoid_1_FieldVolume,1587
26860,-0.0877,198.7360,2630.0000,198.7360,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,843
26865,0.4275,576.1276,7010.0000,576.1278,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,843
27080,414.9206,-576.7592,9444.8504,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1825
27210,125.3208,-83.3686,10169.5189,150.5178,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1879
27225,114.7815,-83.2901,10292.1857,141.8169,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1918
27230,114.2052,-81.8364,10325.0455,140.4992,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1918
27235,113.6264,-82.1901,10311.3998,140.2362,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1918
27240,113.8871,-81.5211,10315.2371,140.0570,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,1918
27425,305.3094,-653.4430,7548.8320,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,anti_nu_e,Solenoid_1_FieldVolume,2014
27725,-206.6371,-179.7283,9560.0000,273.8633,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2149
27760,-568.9218,276.7599,9580.0000,632.6674,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2172
27825,16.2391,40.8649,930.0000,43.9733,0.00000000,0.00000000,24.07141282,24.07141282,pi+,Solenoid_1_FieldVolume,2
27830,-399.9151,-472.4588,5310.5000,618.9906,0.00000000,0.00000000,9.25823570,9.25823570,pi+,Solenoid_1_FieldVolume,2
27835,210.9548,-678.4602,9431.8015,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,2
28165,-12.4648,0.0048,930.0000,12.4648,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
28170,-52.6255,74.8436,5310.5000,91.4932,0.00000000,0.00000000,9.25823570,9.25823570,proton,Solenoid_1_FieldVolume,1
28175,-40.2803,144.0822,8710.0000,149.6068,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
28180,1.6863,226.0595,13090.0000,226.0658,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
28185,59.3764,293.3405,17340.0000,299.2895,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,1
28190,-59.4470,129.9604,9560.0000,142.9113,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,3
28195,135.2678,610.9680,12497.5075,625.7630,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,3
28200,10.3119,608.7304,12705.4122,608.8177,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,3
28205,21.5154,606.2328,12624.1581,606.6145,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,3
28210,21.4941,606.5186,12624.9061,606.8994,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,3
28215,21.4013,606.1463,12626.2457,606.5240,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,3
28395,248.4103,-447.2245,930.0000,511.5833,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,109
29225,-92.1745,-65.4977,1780.0000,113.0756,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,2
29230,-362.9749,88.4427,6160.0000,373.5945,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,2
29235,-495.5507,371.0502,10410.0000,619.0709,0.00000000,0.00000000,1.85164714,1.85164714,proton,Solenoid_1_FieldVolume,2
29270,-130.4551,698.4209,12218.4247,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,595
29350,623.4280,201.6590,13940.0000,655.2319,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,652
29415,-473.0281,-530.1459,12943.7050,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,643
29560,-517.2097,334.7559,12260.0000,616.0904,0.00000000,0.00000000,1.85164714,1.85164714,anti_nu_e,Solenoid_1_FieldVolume,743
29575,-331.5083,385.9243,12260.0000,508.7586,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,739
29780,338.6149,-624.6201,13454.5966,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,842
29880,-677.0822,-215.3369,13891.6319,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,pi+,Solenoid_1_FieldVolume,568
29985,192.2325,438.0018,13940.0000,478.3293,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,943
30085,421.0976,336.1997,13090.0000,538.8445,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,565
30275,213.7870,570.4910,11825.5000,609.2330,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,564
30290,13.2471,-493.7442,8730.0000,493.9219,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1152
30305,662.7009,-256.1988,13294.0095,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1151
30500,-386.5381,348.6468,12260.0000,520.5442,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1251
30785,29.4269,-72.7334,13090.0000,78.4608,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1367
30955,-690.6216,166.8895,12863.9841,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1478
31015,507.8661,7.2252,11825.5000,507.9175,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1432
31215,-234.3269,593.6502,11825.5000,638.2238,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1621
31420,675.2696,-220.9554,12002.4551,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,1562
31590,-18.0219,34.9212,3480.0000,39.2973,0.00000000,0.00000000,7.40658856,7.40658856,e+,Solenoid_1_FieldVolume,106
31595,-281.2397,77.4607,7010.0000,291.7121,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,106
31600,-258.7558,160.4897,10845.5000,304.4856,0.00000000,0.00000000,3.70329428,3.70329428,e+,Solenoid_1_FieldVolume,106
31605,-529.8897,-3.4096,15640.0000,529.9006,0.00000000,0.00000000,1.85164714,1.85164714,e+,Solenoid_1_FieldVolume,106
31610,-418.9798,409.4296,6160.0000,585.8128,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,107
31620,-22.6158,8.0981,930.0000,24.0219,0.00000000,0.00000000,24.07141282,24.07141282,e-,Solenoid_1_FieldVolume,105
31625,64.2899,-212.6050,5310.5000,222.1127,0.00000000,0.00000000,9.25823570,9.25823570,e-,Solenoid_1_FieldVolume,105
31630,94.4677,-227.2426,9560.0000,246.0962,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,105
31635,87.5438,-406.3904,13809.3510,415.7128,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,105
31640,91.8508,-399.2733,17340.0000,409.7020,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,105
31650,53.5737,-180.6530,3915.5000,188.4294,0.00000000,0.00000000,11.10988284,11.10988284,neutron,Solenoid_1_FieldVolume,2
31655,124.0970,-418.4136,8710.0000,436.4287,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2
31660,188.5234,-635.6190,13090.0000,662.9876,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,2
31745,73.7987,-499.7640,13960.0000,505.1835,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,168
31875,684.7487,189.5509,13721.2426,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,241
31995,-478.0202,418.8329,16490.0000,635.5504,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,141
32115,-684.1543,191.6849,13880.6054,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,322
32250,-633.2483,254.0116,13940.0000,682.2941,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,416
32315,709.9273,-28.5226,14714.4023,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,397
32475,-699.9992,-121.7021,14967.4240,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,511
32495,313.8930,-626.0181,13960.0000,700.3052,0.00000000,0.00000000,1.85164714,1.85164714,e-,Solenoid_1_FieldVolume,578
32550,443.3753,-275.4713,13960.0000,521.9828,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,615
32860,228.0722,-283.7480,14790.0000,364.0465,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,747
32880,-42.0928,-316.3599,14790.0000,319.1480,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,741
32905,117.7569,-673.5225,14790.0000,683.7392,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,740
33030,516.1947,488.2144,14883.9546,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,843
33065,334.7640,-516.0951,13960.0000,615.1594,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,885
33100,-248.6350,-483.2363,13960.0000,543.4489,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,904
33210,-484.9874,519.2278,12865.2347,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,937
33390,317.3879,635.6691,14926.3101,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,873
33905,-499.9533,200.5972,15640.0000,538.6952,0.00000000,0.00000000,1.85164714,1.85164714,neutron,Solenoid_1_FieldVolume,867
33910,-9.7312,834.9433,-1407.8514,835.0000,0.00000000,0.00000000,24.07141282,24.07141282,neutron,Solenoid_1_FieldVolume,10
33955,97.7156,672.1236,-1600.0000,679.1896,0.00000000,0.00000000,24.07141282,24.07141282,nu_e,Solenoid_1_FieldVolume,18
34585,196.5794,-325.0041,930.0000,379.8303,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,384
35165,-114.1261,107.3496,3480.0000,156.6803,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,3
35170,-328.9213,-88.8918,3480.0000,340.7212,0.00000000,0.00000000,7.40658856,7.40658856,proton,Solenoid_1_FieldVolume,775
35175,508.9536,-144.2894,7860.0000,529.0116,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,775
35200,-57.3022,263.5151,2630.0000,269.6734,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,774
35205,376.7622,573.8751,7010.0000,686.5001,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,774
35405,-719.4193,-51.3559,7533.7616,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,898
35635,52.3515,183.7921,7860.0000,191.1026,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1041
35655,-160.2431,299.6224,7860.0000,339.7815,0.00000000,0.00000000,3.70329428,3.70329428,nu_e,Solenoid_1_FieldVolume,1038
36110,-56.0075,362.2668,7030.0000,366.5707,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1277
36185,-184.0157,-406.4121,7030.0000,446.1306,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1302
36240,-712.0848,-114.6157,7037.2707,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1330
36245,717.1538,-76.7596,7378.0429,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1330
36320,720.9932,19.2462,7486.9470,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,nu_e,Solenoid_1_FieldVolume,1376
36455,-335.6305,-638.3993,6976.9062,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1451
36480,-576.9980,-432.7527,7409.8205,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,1449
37080,-662.5787,256.5146,8016.0666,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,nu_e,Solenoid_1_FieldVolume,1813
37600,-114.4545,611.8901,7860.0000,622.5024,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2063
38210,139.9485,707.5422,7785.6300,721.2500,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2395
38500,634.2489,-36.2363,7030.0000,635.2831,0.00000000,0.00000000,3.70329428,3.70329428,neutron,Solenoid_1_FieldVolume,2521
38695,14.7454,-717.5782,7860.0000,717.7297,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2600
38895,-366.3611,57.9029,8710.0000,370.9086,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2733
39015,254.5639,310.5597,7030.0000,401.5596,0.00000000,0.00000000,3.70329428,3.70329428,gamma,Solenoid_1_FieldVolume,2788
39050,0.0000,0.0000,80.0000,0.0000,0.00000000,0.00000000,24.07141282,24.07141282,proton,Solenoid_1_FieldVolume,1
39245,-354.7559,-336.7984,100.0000,489.1676,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,12
39395,372.1121,-272.8739,1780.0000,461.4408,0.00000000,0.00000000,16.66482426,16.66482426,gamma,Solenoid_1_FieldVolume,161
39440,109.6708,-141.1194,100.0000,178.7243,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,160
39545,-238.3786,73.4063,80.0000,249.4251,0.00000000,0.00000000,24.07141282,24.07141282,nu_e,Solenoid_1_FieldVolume,358
39680,77.8968,27.1977,3915.5000,82.5084,0.00000000,0.00000000,11.10988284,11.10988284,proton,Solenoid_1_FieldVolume,3
40880,-723.0922,196.9615,930.0000,749.4372,0.00000000,0.00000000,24.07141282,24.07141282,anti_nu_e,Solenoid_1_FieldVolume,1129
41795,125.6636,-35.9692,100.0000,130.7100,0.00000000,0.00000000,24.07141282,24.07141282,gamma,Solenoid_1_FieldVolume,1639
42050,-68.2671,112.9170,1780.0000,131.9494,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,421
42070,-60.2081,53.3158,1780.0000,80.4213,0.00000000,0.00000000,16.66482426,16.66482426,pi-,Solenoid_1_FieldVolume,420
42075,-41.2909,230.2491,6160.0000,233.9222,0.00000000,0.00000000,3.70329428,3.70329428,pi-,Solenoid_1_FieldVolume,420
42080,57.3864,620.1242,10410.0000,622.7738,0.00000000,0.00000000,1.85164714,1.85164714,pi-,Solenoid_1_FieldVolume,420
42085,-317.9359,-330.0964,13940.0000,458.3087,0.00000000,0.00000000,1.85164714,1.85164714,mu-,Solenoid_1_FieldVolume,1812
42090,-568.8796,200.2352,18190.0000,603.0905,0.00000000,0.00000000,1.85164714,1.85164714,mu-,Solenoid_1_FieldVolume,1812
42095,-275.0585,639.4150,14790.0000,696.0666,0.00000000,0.00000000,1.85164714,1.85164714,anti_nu_mu,Solenoid_1_FieldVolume,1811
42100,53.9139,-23.8397,1780.0000,58.9494,0.00000000,0.00000000,16.66482426,16.66482426,proton,Solenoid_1_FieldVolume,419
42105,526.6081,84.1747,6160.0000,533.2931,0.00000000,0.00000000,3.70329428,3.70329428,proton,Solenoid_1_FieldVolume,419
42340,76.4334,706.3768,7970.5779,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,anti_nu_e,Solenoid_1_FieldVolume,1908
42350,215.2094,677.1227,10118.6167,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1905
42390,366.1531,-608.8860,9557.9338,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,1902
42455,615.8955,-354.2358,9951.2662,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,anti_nu_e,Solenoid_1_FieldVolume,1963
42540,-557.8767,-439.9816,9923.5467,710.5000,0.00000000,0.00000000,1.85164714,1.85164714,gamma,Solenoid_1_FieldVolume,2001
